SiteCode,Network,ParkCode,ShortName,LongName,SiteName,Lat,Long,Type,CharacteristicName,DataName,Units,DisplayName,DataType,LowerPoint,UpperPoint,LowerDescription,UpperDescription,AssessmentDetails,Category,CategoryDisplay
NETN_ACAD_ABIN,NETN,ACAD,Acadia,Acadia National Park,Aunt Betty Pond Inlet,44.365021,-68.27243,Stream,TN.mgL,TN,mgL,Total Nitrogen,numeric,0,100,testing,testing2,testing3,TN,Total Nitrogen
NETN_ACAD_ABIN,NETN,ACAD,Acadia,Acadia National Park,Aunt Betty Pond Inlet,44.365021,-68.27243,Stream,BP.mmHg,BP,mmHg,Air Pressure,numeric,0,100,testing,testing2,testing3,BP,Air Pressure
NETN_ACAD_ABIN,NETN,ACAD,Acadia,Acadia National Park,Aunt Betty Pond Inlet,44.365021,-68.27243,Stream,DOsat.pct,DOsat,pct,Dissolved Oxygen (percent),numeric,0,100,testing,testing2,testing3,DOsat,Dissolved Oxygen (percent)
NETN_ACAD_ABIN,NETN,ACAD,Acadia,Acadia National Park,Aunt Betty Pond Inlet,44.365021,-68.27243,Stream,TotDissP.ugL,TotDissP,ugL,Total Dissolved Phosphorus,numeric,0,100,testing,testing2,testing3,TotDissP,Total Dissolved Phosphorus
NETN_ACAD_ABIN,NETN,ACAD,Acadia,Acadia National Park,Aunt Betty Pond Inlet,44.365021,-68.27243,Stream,TP.ugL,TP,ugL,Total Phosphorus,numeric,0,100,testing,testing2,testing3,TP,Total Phosphorus
NETN_ACAD_ABIN,NETN,ACAD,Acadia,Acadia National Park,Aunt Betty Pond Inlet,44.365021,-68.27243,Stream,NO2.NO3.mgL,NO2,NO3,Nitrate + Nitrite,numeric,0,100,testing,testing2,testing3,NO2,Nitrate + Nitrite
NETN_ACAD_ABIN,NETN,ACAD,Acadia,Acadia National Park,Aunt Betty Pond Inlet,44.365021,-68.27243,Stream,Temp.C,Temp,C,Water Temperature,numeric,0,100,testing,testing2,testing3,Temp,Water Temperature
NETN_ACAD_ABIN,NETN,ACAD,Acadia,Acadia National Park,Aunt Betty Pond Inlet,44.365021,-68.27243,Stream,pH,pH,NA,pH,numeric,0,100,testing,testing2,testing3,pH,pH
NETN_ACAD_ABIN,NETN,ACAD,Acadia,Acadia National Park,Aunt Betty Pond Inlet,44.365021,-68.27243,Stream,NO2.mgL,NO2,mgL,Nitrite,numeric,0,100,testing,testing2,testing3,NO2,Nitrite
NETN_ACAD_ABIN,NETN,ACAD,Acadia,Acadia National Park,Aunt Betty Pond Inlet,44.365021,-68.27243,Stream,SpCond.uScm,SpCond,uScm,Specific Conductance,numeric,0,100,testing,testing2,testing3,SpCond,Specific Conductance
NETN_ACAD_ANTB,NETN,ACAD,Acadia,Acadia National Park,Aunt Bettys Pond,44.37037979,-68.27466876,Lake,NO3.ueqL,NO3,ueqL,Nitrate,numeric,0,100,testing,testing2,testing3,NO3,Nitrate
NETN_ACAD_ANTB,NETN,ACAD,Acadia,Acadia National Park,Aunt Bettys Pond,44.37037979,-68.27466876,Lake,NH3.mgL,NH3,mgL,Ammonia,numeric,0,100,testing,testing2,testing3,NH3,Ammonia
NETN_ACAD_ANTB,NETN,ACAD,Acadia,Acadia National Park,Aunt Bettys Pond,44.37037979,-68.27466876,Lake,PO4.ugL,PO4,ugL,Phosphate,numeric,0,100,testing,testing2,testing3,PO4,Phosphate
NETN_ACAD_ANTB,NETN,ACAD,Acadia,Acadia National Park,Aunt Bettys Pond,44.37037979,-68.27466876,Lake,TN.mgL,TN,mgL,Total Nitrogen,numeric,0,100,testing,testing2,testing3,TN,Total Nitrogen
NETN_ACAD_ANTB,NETN,ACAD,Acadia,Acadia National Park,Aunt Bettys Pond,44.37037979,-68.27466876,Lake,PenetrationRatio,PenetrationRatio,NA,Light Penetration Ratio,numeric,0,100,testing,testing2,testing3,PenetrationRatio,Light Penetration Ratio
NETN_ACAD_ANTB,NETN,ACAD,Acadia,Acadia National Park,Aunt Bettys Pond,44.37037979,-68.27466876,Lake,NO2.mgL,NO2,mgL,Nitrite,numeric,0,100,testing,testing2,testing3,NO2,Nitrite
NETN_ACAD_ANTB,NETN,ACAD,Acadia,Acadia National Park,Aunt Bettys Pond,44.37037979,-68.27466876,Lake,SO4.ueqL,SO4,ueqL,Sulfate,numeric,0,100,testing,testing2,testing3,SO4,Sulfate
NETN_ACAD_ANTB,NETN,ACAD,Acadia,Acadia National Park,Aunt Bettys Pond,44.37037979,-68.27466876,Lake,SDepth1.m,SDepth1,m,Secchi Depth,numeric,0,100,testing,testing2,testing3,SDepth1,Secchi Depth
NETN_ACAD_ANTB,NETN,ACAD,Acadia,Acadia National Park,Aunt Bettys Pond,44.37037979,-68.27466876,Lake,TP.ugL,TP,ugL,Total Phosphorus,numeric,0,100,testing,testing2,testing3,TP,Total Phosphorus
NETN_ACAD_ANTB,NETN,ACAD,Acadia,Acadia National Park,Aunt Bettys Pond,44.37037979,-68.27466876,Lake,TotDissN.mgL,TotDissN,mgL,Total Dissolved Nitrogen,numeric,0,100,testing,testing2,testing3,TotDissN,Total Dissolved Nitrogen
NETN_ACAD_ANTB,NETN,ACAD,Acadia,Acadia National Park,Aunt Bettys Pond,44.37037979,-68.27466876,Lake,NO2.NO3.mgL,NO2,NO3,Nitrate + Nitrite,numeric,0,100,testing,testing2,testing3,NO2,Nitrate + Nitrite
NETN_ACAD_ANTB,NETN,ACAD,Acadia,Acadia National Park,Aunt Bettys Pond,44.37037979,-68.27466876,Lake,Temp.C,Temp,C,Water Temperature,numeric,0,100,testing,testing2,testing3,Temp,Water Temperature
NETN_ACAD_ANTB,NETN,ACAD,Acadia,Acadia National Park,Aunt Bettys Pond,44.37037979,-68.27466876,Lake,DO.mgL,DO,mgL,Dissolved Oxygen,numeric,0,100,testing,testing2,testing3,DO,Dissolved Oxygen
NETN_ACAD_ANTB,NETN,ACAD,Acadia,Acadia National Park,Aunt Bettys Pond,44.37037979,-68.27466876,Lake,pH,pH,NA,pH,numeric,0,100,testing,testing2,testing3,pH,pH
NETN_ACAD_ANTB,NETN,ACAD,Acadia,Acadia National Park,Aunt Bettys Pond,44.37037979,-68.27466876,Lake,SpCond.uScm,SpCond,uScm,Specific Conductance,numeric,0,100,testing,testing2,testing3,SpCond,Specific Conductance
NETN_ACAD_ANTB,NETN,ACAD,Acadia,Acadia National Park,Aunt Bettys Pond,44.37037979,-68.27466876,Lake,ANC.ueqL,ANC,ueqL,Acid Neutralizing Capacity,numeric,0,100,testing,testing2,testing3,ANC,Acid Neutralizing Capacity
NETN_ACAD_ANTB,NETN,ACAD,Acadia,Acadia National Park,Aunt Bettys Pond,44.37037979,-68.27466876,Lake,TotDissP.ugL,TotDissP,ugL,Total Dissolved Phosphorus,numeric,0,100,testing,testing2,testing3,TotDissP,Total Dissolved Phosphorus
NETN_ACAD_ANTB,NETN,ACAD,Acadia,Acadia National Park,Aunt Bettys Pond,44.37037979,-68.27466876,Lake,ChlA.ugL,ChlA,ugL,Chlorophyll A,numeric,0,100,testing,testing2,testing3,ChlA,Chlorophyll A
NETN_ACAD_ANTB,NETN,ACAD,Acadia,Acadia National Park,Aunt Bettys Pond,44.37037979,-68.27466876,Lake,DOC.mgL,DOC,mgL,Dissolved Organic Carbon,numeric,0,100,testing,testing2,testing3,DOC,Dissolved Organic Carbon
NETN_ACAD_ANTB,NETN,ACAD,Acadia,Acadia National Park,Aunt Bettys Pond,44.37037979,-68.27466876,Lake,BP.mmHg,BP,mmHg,Air Pressure,numeric,0,100,testing,testing2,testing3,BP,Air Pressure
NETN_ACAD_ANTB,NETN,ACAD,Acadia,Acadia National Park,Aunt Bettys Pond,44.37037979,-68.27466876,Lake,DOsat.pct,DOsat,pct,Dissolved Oxygen (percent),numeric,0,100,testing,testing2,testing3,DOsat,Dissolved Oxygen (percent)
NETN_ACAD_BOWL,NETN,ACAD,Acadia,Acadia National Park,The Bowl,44.33719184,-68.19331762,Lake,DOC.mgL,DOC,mgL,Dissolved Organic Carbon,numeric,0,100,testing,testing2,testing3,DOC,Dissolved Organic Carbon
NETN_ACAD_BOWL,NETN,ACAD,Acadia,Acadia National Park,The Bowl,44.33719184,-68.19331762,Lake,NH3.mgL,NH3,mgL,Ammonia,numeric,0,100,testing,testing2,testing3,NH3,Ammonia
NETN_ACAD_BOWL,NETN,ACAD,Acadia,Acadia National Park,The Bowl,44.33719184,-68.19331762,Lake,NH4.mgL,NH4,mgL,Ammonium,numeric,0,100,testing,testing2,testing3,NH4,Ammonium
NETN_ACAD_BOWL,NETN,ACAD,Acadia,Acadia National Park,The Bowl,44.33719184,-68.19331762,Lake,DO.mgL,DO,mgL,Dissolved Oxygen,numeric,0,100,testing,testing2,testing3,DO,Dissolved Oxygen
NETN_ACAD_BOWL,NETN,ACAD,Acadia,Acadia National Park,The Bowl,44.33719184,-68.19331762,Lake,pH,pH,NA,pH,numeric,0,100,testing,testing2,testing3,pH,pH
NETN_ACAD_BOWL,NETN,ACAD,Acadia,Acadia National Park,The Bowl,44.33719184,-68.19331762,Lake,SpCond.uScm,SpCond,uScm,Specific Conductance,numeric,0,100,testing,testing2,testing3,SpCond,Specific Conductance
NETN_ACAD_BOWL,NETN,ACAD,Acadia,Acadia National Park,The Bowl,44.33719184,-68.19331762,Lake,K.ueqL,K,ueqL,Potassium,numeric,0,100,testing,testing2,testing3,K,Potassium
NETN_ACAD_BOWL,NETN,ACAD,Acadia,Acadia National Park,The Bowl,44.33719184,-68.19331762,Lake,Mg.ueqL,Mg,ueqL,Magnesium,numeric,0,100,testing,testing2,testing3,Mg,Magnesium
NETN_ACAD_BOWL,NETN,ACAD,Acadia,Acadia National Park,The Bowl,44.33719184,-68.19331762,Lake,Na.ueqL,Na,ueqL,Sodium,numeric,0,100,testing,testing2,testing3,Na,Sodium
NETN_ACAD_BOWL,NETN,ACAD,Acadia,Acadia National Park,The Bowl,44.33719184,-68.19331762,Lake,SDepth1.m,SDepth1,m,Secchi Depth,numeric,0,100,testing,testing2,testing3,SDepth1,Secchi Depth
NETN_ACAD_BOWL,NETN,ACAD,Acadia,Acadia National Park,The Bowl,44.33719184,-68.19331762,Lake,NO3.ueqL,NO3,ueqL,Nitrate,numeric,0,100,testing,testing2,testing3,NO3,Nitrate
NETN_ACAD_BOWL,NETN,ACAD,Acadia,Acadia National Park,The Bowl,44.33719184,-68.19331762,Lake,SO4.ueqL,SO4,ueqL,Sulfate,numeric,0,100,testing,testing2,testing3,SO4,Sulfate
NETN_ACAD_BOWL,NETN,ACAD,Acadia,Acadia National Park,The Bowl,44.33719184,-68.19331762,Lake,TN.mgL,TN,mgL,Total Nitrogen,numeric,0,100,testing,testing2,testing3,TN,Total Nitrogen
NETN_ACAD_BOWL,NETN,ACAD,Acadia,Acadia National Park,The Bowl,44.33719184,-68.19331762,Lake,BP.mmHg,BP,mmHg,Air Pressure,numeric,0,100,testing,testing2,testing3,BP,Air Pressure
NETN_ACAD_BOWL,NETN,ACAD,Acadia,Acadia National Park,The Bowl,44.33719184,-68.19331762,Lake,DOsat.pct,DOsat,pct,Dissolved Oxygen (percent),numeric,0,100,testing,testing2,testing3,DOsat,Dissolved Oxygen (percent)
NETN_ACAD_BOWL,NETN,ACAD,Acadia,Acadia National Park,The Bowl,44.33719184,-68.19331762,Lake,ANC.ueqL,ANC,ueqL,Acid Neutralizing Capacity,numeric,0,100,testing,testing2,testing3,ANC,Acid Neutralizing Capacity
NETN_ACAD_BOWL,NETN,ACAD,Acadia,Acadia National Park,The Bowl,44.33719184,-68.19331762,Lake,Ca.ueqL,Ca,ueqL,Calcium,numeric,0,100,testing,testing2,testing3,Ca,Calcium
NETN_ACAD_BOWL,NETN,ACAD,Acadia,Acadia National Park,The Bowl,44.33719184,-68.19331762,Lake,Ca.ueqL.1,Ca,ueqL,NA,numeric,0,100,testing,testing2,testing3,Ca,NA
NETN_ACAD_BOWL,NETN,ACAD,Acadia,Acadia National Park,The Bowl,44.33719184,-68.19331762,Lake,Temp.C,Temp,C,Water Temperature,numeric,0,100,testing,testing2,testing3,Temp,Water Temperature
NETN_ACAD_BOWL,NETN,ACAD,Acadia,Acadia National Park,The Bowl,44.33719184,-68.19331762,Lake,Al.ugL,Al,ugL,Aluminium,numeric,0,100,testing,testing2,testing3,Al,Aluminium
NETN_ACAD_BRBK,NETN,ACAD,Acadia,Acadia National Park,Bear Brook Pond,44.36113982,-68.19525616,Lake,NO2.NO3.mgL,NO2,NO3,Nitrate + Nitrite,numeric,0,100,testing,testing2,testing3,NO2,Nitrate + Nitrite
NETN_ACAD_BRBK,NETN,ACAD,Acadia,Acadia National Park,Bear Brook Pond,44.36113982,-68.19525616,Lake,PenetrationRatio,PenetrationRatio,NA,Light Penetration Ratio,numeric,0,100,testing,testing2,testing3,PenetrationRatio,Light Penetration Ratio
NETN_ACAD_BRBK,NETN,ACAD,Acadia,Acadia National Park,Bear Brook Pond,44.36113982,-68.19525616,Lake,TN.mgL,TN,mgL,Total Nitrogen,numeric,0,100,testing,testing2,testing3,TN,Total Nitrogen
NETN_ACAD_BRBK,NETN,ACAD,Acadia,Acadia National Park,Bear Brook Pond,44.36113982,-68.19525616,Lake,ANC.ueqL,ANC,ueqL,Acid Neutralizing Capacity,numeric,0,100,testing,testing2,testing3,ANC,Acid Neutralizing Capacity
NETN_ACAD_BRBK,NETN,ACAD,Acadia,Acadia National Park,Bear Brook Pond,44.36113982,-68.19525616,Lake,SO4.ueqL,SO4,ueqL,Sulfate,numeric,0,100,testing,testing2,testing3,SO4,Sulfate
NETN_ACAD_BRBK,NETN,ACAD,Acadia,Acadia National Park,Bear Brook Pond,44.36113982,-68.19525616,Lake,NO2.mgL,NO2,mgL,Nitrite,numeric,0,100,testing,testing2,testing3,NO2,Nitrite
NETN_ACAD_BRBK,NETN,ACAD,Acadia,Acadia National Park,Bear Brook Pond,44.36113982,-68.19525616,Lake,SDepth1.m,SDepth1,m,Secchi Depth,numeric,0,100,testing,testing2,testing3,SDepth1,Secchi Depth
NETN_ACAD_BRBK,NETN,ACAD,Acadia,Acadia National Park,Bear Brook Pond,44.36113982,-68.19525616,Lake,NO3.ueqL,NO3,ueqL,Nitrate,numeric,0,100,testing,testing2,testing3,NO3,Nitrate
NETN_ACAD_BRBK,NETN,ACAD,Acadia,Acadia National Park,Bear Brook Pond,44.36113982,-68.19525616,Lake,PO4.ugL,PO4,ugL,Phosphate,numeric,0,100,testing,testing2,testing3,PO4,Phosphate
NETN_ACAD_BRBK,NETN,ACAD,Acadia,Acadia National Park,Bear Brook Pond,44.36113982,-68.19525616,Lake,ChlA.ugL,ChlA,ugL,Chlorophyll A,numeric,0,100,testing,testing2,testing3,ChlA,Chlorophyll A
NETN_ACAD_BRBK,NETN,ACAD,Acadia,Acadia National Park,Bear Brook Pond,44.36113982,-68.19525616,Lake,TP.ugL,TP,ugL,Total Phosphorus,numeric,0,100,testing,testing2,testing3,TP,Total Phosphorus
NETN_ACAD_BRBK,NETN,ACAD,Acadia,Acadia National Park,Bear Brook Pond,44.36113982,-68.19525616,Lake,TotDissN.mgL,TotDissN,mgL,Total Dissolved Nitrogen,numeric,0,100,testing,testing2,testing3,TotDissN,Total Dissolved Nitrogen
NETN_ACAD_BRBK,NETN,ACAD,Acadia,Acadia National Park,Bear Brook Pond,44.36113982,-68.19525616,Lake,TotDissP.ugL,TotDissP,ugL,Total Dissolved Phosphorus,numeric,0,100,testing,testing2,testing3,TotDissP,Total Dissolved Phosphorus
NETN_ACAD_BRBK,NETN,ACAD,Acadia,Acadia National Park,Bear Brook Pond,44.36113982,-68.19525616,Lake,NH3.mgL,NH3,mgL,Ammonia,numeric,0,100,testing,testing2,testing3,NH3,Ammonia
NETN_ACAD_BRBK,NETN,ACAD,Acadia,Acadia National Park,Bear Brook Pond,44.36113982,-68.19525616,Lake,Temp.C,Temp,C,Water Temperature,numeric,0,100,testing,testing2,testing3,Temp,Water Temperature
NETN_ACAD_BRBK,NETN,ACAD,Acadia,Acadia National Park,Bear Brook Pond,44.36113982,-68.19525616,Lake,DOsat.pct,DOsat,pct,Dissolved Oxygen (percent),numeric,0,100,testing,testing2,testing3,DOsat,Dissolved Oxygen (percent)
NETN_ACAD_BRBK,NETN,ACAD,Acadia,Acadia National Park,Bear Brook Pond,44.36113982,-68.19525616,Lake,DOC.mgL,DOC,mgL,Dissolved Organic Carbon,numeric,0,100,testing,testing2,testing3,DOC,Dissolved Organic Carbon
NETN_ACAD_BRBK,NETN,ACAD,Acadia,Acadia National Park,Bear Brook Pond,44.36113982,-68.19525616,Lake,DO.mgL,DO,mgL,Dissolved Oxygen,numeric,0,100,testing,testing2,testing3,DO,Dissolved Oxygen
NETN_ACAD_BRBK,NETN,ACAD,Acadia,Acadia National Park,Bear Brook Pond,44.36113982,-68.19525616,Lake,pH,pH,NA,pH,numeric,0,100,testing,testing2,testing3,pH,pH
NETN_ACAD_BRBK,NETN,ACAD,Acadia,Acadia National Park,Bear Brook Pond,44.36113982,-68.19525616,Lake,SpCond.uScm,SpCond,uScm,Specific Conductance,numeric,0,100,testing,testing2,testing3,SpCond,Specific Conductance
NETN_ACAD_BRBK,NETN,ACAD,Acadia,Acadia National Park,Bear Brook Pond,44.36113982,-68.19525616,Lake,BP.mmHg,BP,mmHg,Air Pressure,numeric,0,100,testing,testing2,testing3,BP,Air Pressure
NETN_ACAD_BRKB,NETN,ACAD,Acadia,Acadia National Park,Breakneck Brook,44.410782,-68.251801,Stream,NH3.mgL,NH3,mgL,Ammonia,numeric,0,100,testing,testing2,testing3,NH3,Ammonia
NETN_ACAD_BRKB,NETN,ACAD,Acadia,Acadia National Park,Breakneck Brook,44.410782,-68.251801,Stream,NO3.ueqL,NO3,ueqL,Nitrate,numeric,0,100,testing,testing2,testing3,NO3,Nitrate
NETN_ACAD_BRKB,NETN,ACAD,Acadia,Acadia National Park,Breakneck Brook,44.410782,-68.251801,Stream,NH4.mgL,NH4,mgL,Ammonium,numeric,0,100,testing,testing2,testing3,NH4,Ammonium
NETN_ACAD_BRKB,NETN,ACAD,Acadia,Acadia National Park,Breakneck Brook,44.410782,-68.251801,Stream,NO2.mgL,NO2,mgL,Nitrite,numeric,0,100,testing,testing2,testing3,NO2,Nitrite
NETN_ACAD_BRKB,NETN,ACAD,Acadia,Acadia National Park,Breakneck Brook,44.410782,-68.251801,Stream,NO2.NO3.mgL,NO2,NO3,Nitrate + Nitrite,numeric,0,100,testing,testing2,testing3,NO2,Nitrate + Nitrite
NETN_ACAD_BRKB,NETN,ACAD,Acadia,Acadia National Park,Breakneck Brook,44.410782,-68.251801,Stream,DOC.mgL,DOC,mgL,Dissolved Organic Carbon,numeric,0,100,testing,testing2,testing3,DOC,Dissolved Organic Carbon
NETN_ACAD_BRKB,NETN,ACAD,Acadia,Acadia National Park,Breakneck Brook,44.410782,-68.251801,Stream,SpCond.uScm,SpCond,uScm,Specific Conductance,numeric,0,100,testing,testing2,testing3,SpCond,Specific Conductance
NETN_ACAD_BRKB,NETN,ACAD,Acadia,Acadia National Park,Breakneck Brook,44.410782,-68.251801,Stream,Temp.C,Temp,C,Water Temperature,numeric,0,100,testing,testing2,testing3,Temp,Water Temperature
NETN_ACAD_BRKB,NETN,ACAD,Acadia,Acadia National Park,Breakneck Brook,44.410782,-68.251801,Stream,PO4.ugL,PO4,ugL,Phosphate,numeric,0,100,testing,testing2,testing3,PO4,Phosphate
NETN_ACAD_BRKB,NETN,ACAD,Acadia,Acadia National Park,Breakneck Brook,44.410782,-68.251801,Stream,Turbidity.NTU,Turbidity,NTU,Turbidity,numeric,0,100,testing,testing2,testing3,Turbidity,Turbidity
NETN_ACAD_BRKB,NETN,ACAD,Acadia,Acadia National Park,Breakneck Brook,44.410782,-68.251801,Stream,pH,pH,NA,pH,numeric,0,100,testing,testing2,testing3,pH,pH
NETN_ACAD_BRKB,NETN,ACAD,Acadia,Acadia National Park,Breakneck Brook,44.410782,-68.251801,Stream,DO.mgL,DO,mgL,Dissolved Oxygen,numeric,0,100,testing,testing2,testing3,DO,Dissolved Oxygen
NETN_ACAD_BRKB,NETN,ACAD,Acadia,Acadia National Park,Breakneck Brook,44.410782,-68.251801,Stream,TN.mgL,TN,mgL,Total Nitrogen,numeric,0,100,testing,testing2,testing3,TN,Total Nitrogen
NETN_ACAD_BRKB,NETN,ACAD,Acadia,Acadia National Park,Breakneck Brook,44.410782,-68.251801,Stream,DOsat.pct,DOsat,pct,Dissolved Oxygen (percent),numeric,0,100,testing,testing2,testing3,DOsat,Dissolved Oxygen (percent)
NETN_ACAD_BRKB,NETN,ACAD,Acadia,Acadia National Park,Breakneck Brook,44.410782,-68.251801,Stream,Discharge.cfs,Discharge,cfs,Discharge,numeric,0,100,testing,testing2,testing3,Discharge,Discharge
NETN_ACAD_BRKB,NETN,ACAD,Acadia,Acadia National Park,Breakneck Brook,44.410782,-68.251801,Stream,SO4.ueqL,SO4,ueqL,Sulfate,numeric,0,100,testing,testing2,testing3,SO4,Sulfate
NETN_ACAD_BRKB,NETN,ACAD,Acadia,Acadia National Park,Breakneck Brook,44.410782,-68.251801,Stream,TP.ugL,TP,ugL,Total Phosphorus,numeric,0,100,testing,testing2,testing3,TP,Total Phosphorus
NETN_ACAD_BRKB,NETN,ACAD,Acadia,Acadia National Park,Breakneck Brook,44.410782,-68.251801,Stream,ANC.ueqL,ANC,ueqL,Acid Neutralizing Capacity,numeric,0,100,testing,testing2,testing3,ANC,Acid Neutralizing Capacity
NETN_ACAD_BRKB,NETN,ACAD,Acadia,Acadia National Park,Breakneck Brook,44.410782,-68.251801,Stream,BP.mmHg,BP,mmHg,Air Pressure,numeric,0,100,testing,testing2,testing3,BP,Air Pressure
NETN_ACAD_BRKB,NETN,ACAD,Acadia,Acadia National Park,Breakneck Brook,44.410782,-68.251801,Stream,TotDissN.mgL,TotDissN,mgL,Total Dissolved Nitrogen,numeric,0,100,testing,testing2,testing3,TotDissN,Total Dissolved Nitrogen
NETN_ACAD_BRKB,NETN,ACAD,Acadia,Acadia National Park,Breakneck Brook,44.410782,-68.251801,Stream,TotDissP.ugL,TotDissP,ugL,Total Dissolved Phosphorus,numeric,0,100,testing,testing2,testing3,TotDissP,Total Dissolved Phosphorus
NETN_ACAD_BRWN,NETN,ACAD,Acadia,Acadia National Park,Browns Brook,44.339237,-68.301231,Stream,Turbidity.NTU,Turbidity,NTU,Turbidity,numeric,0,100,testing,testing2,testing3,Turbidity,Turbidity
NETN_ACAD_BRWN,NETN,ACAD,Acadia,Acadia National Park,Browns Brook,44.339237,-68.301231,Stream,Temp.C,Temp,C,Water Temperature,numeric,0,100,testing,testing2,testing3,Temp,Water Temperature
NETN_ACAD_BRWN,NETN,ACAD,Acadia,Acadia National Park,Browns Brook,44.339237,-68.301231,Stream,Discharge.cfs,Discharge,cfs,Discharge,numeric,0,100,testing,testing2,testing3,Discharge,Discharge
NETN_ACAD_BRWN,NETN,ACAD,Acadia,Acadia National Park,Browns Brook,44.339237,-68.301231,Stream,ANC.ueqL,ANC,ueqL,Acid Neutralizing Capacity,numeric,0,100,testing,testing2,testing3,ANC,Acid Neutralizing Capacity
NETN_ACAD_BRWN,NETN,ACAD,Acadia,Acadia National Park,Browns Brook,44.339237,-68.301231,Stream,DOC.mgL,DOC,mgL,Dissolved Organic Carbon,numeric,0,100,testing,testing2,testing3,DOC,Dissolved Organic Carbon
NETN_ACAD_BRWN,NETN,ACAD,Acadia,Acadia National Park,Browns Brook,44.339237,-68.301231,Stream,NH3.mgL,NH3,mgL,Ammonia,numeric,0,100,testing,testing2,testing3,NH3,Ammonia
NETN_ACAD_BRWN,NETN,ACAD,Acadia,Acadia National Park,Browns Brook,44.339237,-68.301231,Stream,NO2.mgL,NO2,mgL,Nitrite,numeric,0,100,testing,testing2,testing3,NO2,Nitrite
NETN_ACAD_BRWN,NETN,ACAD,Acadia,Acadia National Park,Browns Brook,44.339237,-68.301231,Stream,NO2.NO3.mgL,NO2,NO3,Nitrate + Nitrite,numeric,0,100,testing,testing2,testing3,NO2,Nitrate + Nitrite
NETN_ACAD_BRWN,NETN,ACAD,Acadia,Acadia National Park,Browns Brook,44.339237,-68.301231,Stream,NO3.ueqL,NO3,ueqL,Nitrate,numeric,0,100,testing,testing2,testing3,NO3,Nitrate
NETN_ACAD_BRWN,NETN,ACAD,Acadia,Acadia National Park,Browns Brook,44.339237,-68.301231,Stream,PO4.ugL,PO4,ugL,Phosphate,numeric,0,100,testing,testing2,testing3,PO4,Phosphate
NETN_ACAD_BRWN,NETN,ACAD,Acadia,Acadia National Park,Browns Brook,44.339237,-68.301231,Stream,SO4.ueqL,SO4,ueqL,Sulfate,numeric,0,100,testing,testing2,testing3,SO4,Sulfate
